Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
7/22/1935,,88,73,0.28,,
7/23/1935,,96,74,0.01,,
7/24/1935,,92,73,0.01,,
7/25/1935,,90,74,0.05,,
7/26/1935,,89,75,0.35,,
7/27/1935,,94,74,0.32,,
7/28/1935,,88,75,0.09,,
7/29/1935,,92,72,0.23,,
7/30/1935,,95,72,0.01,,
7/31/1935,,98,75,0,,
8/1/1935,,93,73,1.11,,
8/2/1935,,92,73,1.72,,
8/3/1935,,93,73,1,,
8/4/1935,,95,72,0,,
8/5/1935,,95,74,0,,
8/6/1935,,97,74,0,,
8/7/1935,,98,75,0,,
8/8/1935,,99,78,0,,
8/9/1935,,101,77,0,,
8/10/1935,,100,79,0,,
8/11/1935,,97,75,0,,
8/12/1935,,90,74,0.44,,
8/13/1935,,92,72,0.11,,
8/14/1935,,92,72,0.12,,
8/15/1935,,90,71,0.69,,
8/16/1935,,95,73,0,,
8/17/1935,,95,74,0.03,,
8/18/1935,,94,71,0.07,,
8/19/1935,,91,73,0.45,,
8/20/1935,,86,74,0,,
8/21/1935,,94,73,0.86,,
8/22/1935,,93,74,0,,
8/23/1935,,92,73,0,,
8/24/1935,,93,72,0,,
8/25/1935,,90,73,0,,
8/26/1935,,90,73,0,,
8/27/1935,,93,72,0,,
8/28/1935,,94,71,0,,
8/29/1935,,94,72,0,,
8/30/1935,,,71,0.16,,
8/31/1935,,90,66,0.2,,
9/1/1935,,93,67,0,,
9/2/1935,,95,72,0,,
9/3/1935,,95,72,0,,
9/4/1935,,93,72,0,,
9/5/1935,,89,69,0,,
9/6/1935,,90,62,0,,
9/7/1935,,93,68,0,,
9/8/1935,,95,65,0,,
9/9/1935,,86,72,0.05,,
9/10/1935,,80,71,1.37,,
9/11/1935,,85,70,0.18,,
9/12/1935,,89,69,0,,
9/13/1935,,90,69,0,,
9/14/1935,,89,67,0,,
9/15/1935,,90,63,0,,
9/16/1935,,90,64,0,,
9/17/1935,,90,68,0,,
9/18/1935,,87,65,0,,
9/19/1935,,85,65,0,,
9/20/1935,,90,65,0,,
9/21/1935,,91,68,0,,
9/22/1935,,90,68,0,,
9/23/1935,,89,67,0,,
9/24/1935,,87,70,0,,
9/25/1935,,80,72,0.04,,
9/26/1935,,85,70,1.23,,
9/27/1935,,85,69,0.5,,
9/28/1935,,74,60,1.1,,
9/29/1935,,78,55,0,,
9/30/1935,,82,52,0,,
10/1/1935,,86,54,0,,
10/2/1935,,81,52,0,,
10/3/1935,,80,51,0,,
10/4/1935,,85,62,0,,
10/5/1935,,85,56,0,,
10/6/1935,,81,51,0,,
10/7/1935,,73,45,0,,
10/8/1935,,81,47,0,,
10/9/1935,,83,57,0,,
10/10/1935,,78,61,0,,
10/11/1935,,87,66,0.04,,
10/12/1935,,87,61,0,,
10/13/1935,,89,64,0,,
10/14/1935,,89,63,0,,
10/15/1935,,90,66,0,,
10/16/1935,,88,65,0,,
10/17/1935,,85,69,0,,
10/18/1935,,85,62,0,,
10/19/1935,,90,63,0,,
10/20/1935,,89,64,0,,
10/21/1935,,89,65,0,,
10/22/1935,,90,68,0,,
10/23/1935,,87,64,0,,
10/24/1935,,77,54,0,,
10/25/1935,,81,51,0,,
10/26/1935,,83,55,0,,
10/27/1935,,83,59,0,,
10/28/1935,,86,68,0.7,,
10/29/1935,,86,52,0,,
10/30/1935,,80,67,0,,
10/31/1935,,76,67,0.68,,
11/1/1935,,84,68,0.05,,
11/2/1935,,87,61,0,,
11/3/1935,,89,59,0,,
11/4/1935,,86,61,0,,
11/5/1935,,84,62,0,,
11/6/1935,,83,55,0,,
11/7/1935,,81,55,0,,
11/8/1935,,76,47,0,,
11/9/1935,,,47,0,,
11/10/1935,,86,70,0.06,,
11/11/1935,,85,68,0.23,,
11/12/1935,,73,47,1.57,,
11/13/1935,,51,45,0,,
11/14/1935,,54,42,0,,
11/15/1935,,57,40,0,,
11/16/1935,,61,42,0,,
11/17/1935,,60,33,0,,
11/18/1935,,67,40,0,,
11/19/1935,,78,53,0.07,,
11/20/1935,,71,47,0,,
11/21/1935,,74,39,0,,
11/22/1935,,64,42,0,,
11/23/1935,,57,30,0,,
11/24/1935,,62,32,0,,
11/25/1935,,72,41,0,,
11/26/1935,,75,43,0,,
11/27/1935,,77,57,0,,
11/28/1935,,66,43,0.26,,
11/29/1935,,68,37,0,,
11/30/1935,,77,37,0,,
12/1/1935,,74,43,0,,
12/2/1935,,66,36,0,,
12/3/1935,,62,28,0,,
12/4/1935,,63,35,0,,
12/5/1935,,66,48,0,,
12/6/1935,,76,47,0,,
12/7/1935,,73,59,0.65,,
12/8/1935,,73,,0.35,,
12/9/1935,,74,53,0,,
12/10/1935,,74,53,0,,
12/11/1935,,68,47,0.41,,
12/12/1935,,52,35,2.3,,
12/13/1935,,65,29,0,,
12/14/1935,,70,36,0,,
12/15/1935,,65,43,0.11,,
12/16/1935,,53,38,0,,
12/17/1935,,52,39,0,,
12/18/1935,,65,37,0,,
12/19/1935,,64,41,0,,
12/20/1935,,60,37,0,,
12/21/1935,,46,27,0.06,0,
12/22/1935,,50,34,0.34,,
12/23/1935,,69,35,0,,
12/24/1935,,62,37,0,,
12/25/1935,,60,32,0,,
12/26/1935,,50,29,0,,
12/27/1935,,45,24,0,,
12/28/1935,,64,40,0.85,,
12/29/1935,,64,39,0.68,,
12/30/1935,,50,26,0,,
12/31/1935,,49,37,0.39,,
1/1/1936,,53,43,1.04,0,
1/2/1936,,54,48,0.73,0,
1/3/1936,,62,32,0,0,
1/4/1936,,60,47,0.02,0,
1/5/1936,,68,38,0,0,
1/6/1936,,75,61,0,0,
1/7/1936,,71,53,0.01,0,
1/8/1936,,66,49,0.08,0,
1/9/1936,,66,43,0,0,
1/10/1936,,73,37,0,0,
1/11/1936,,74,52,0,0,
1/12/1936,,73,42,0,0,
1/13/1936,,72,61,0.08,0,
1/14/1936,,70,48,0,0,
1/15/1936,,72,56,0.26,0,
1/16/1936,,79,48,0,0,
1/17/1936,,77,59,0,0,
1/18/1936,,72,41,0.94,0,
1/19/1936,,42,30,0.48,0,
1/20/1936,,47,24,0,0,
1/21/1936,,56,26,0,0,
1/22/1936,,61,38,0.07,0,
1/23/1936,,71,36,0,0,
1/24/1936,,65,35,0,0,
1/25/1936,,75,48,0,0,
1/26/1936,,70,35,0.25,0,
1/27/1936,,37,28,0.05,0,
1/28/1936,,37,26,0,0,
1/29/1936,,42,32,0.77,0,
1/30/1936,,41,31,0.06,0,
1/31/1936,,48,22,0,0,
2/1/1936,,58,27,0,0,
2/2/1936,,67,52,0.53,0,
2/3/1936,,70,58,0.44,0,
2/4/1936,,70,37,0.3,0,
2/5/1936,,39,30,0.01,0,
2/6/1936,,40,35,1.52,0,
2/7/1936,,42,35,0,0,
2/8/1936,,65,40,0,0,
2/9/1936,,60,39,0,0,
2/10/1936,,52,33,0,0,
2/11/1936,,54,27,0,0,
2/12/1936,,62,41,0.86,0,
2/13/1936,,70,48,0,0,
2/14/1936,,72,56,0.01,0,
2/15/1936,,62,40,0,0,
2/16/1936,,68,41,0,0,
2/17/1936,,74,52,0.08,0,
2/18/1936,,63,28,0.03,0,
2/19/1936,,42,26,0,0,
2/20/1936,,52,39,0.19,0,
2/21/1936,,57,35,0.37,0,
2/22/1936,,66,31,0,0,
2/23/1936,,73,43,0,0,
2/24/1936,,78,57,0,0,
2/25/1936,,79,59,0,0,
2/26/1936,,81,63,0,0,
2/27/1936,,74,53,0.23,0,
2/28/1936,,70,39,0,0,
2/29/1936,,74,40,0,0,
3/1/1936,,75,41,0,,
3/2/1936,,75,51,0,,
3/3/1936,,77,49,0,,
3/4/1936,,81,57,0.02,,
3/5/1936,,72,58,0,,
3/6/1936,,75,46,0,,
3/7/1936,,77,47,0,,
3/8/1936,,75,49,0,,
3/9/1936,,80,57,0,,
3/10/1936,,84,52,0,,
3/11/1936,,78,58,0.47,,
3/12/1936,,66,39,0,,
3/13/1936,,64,45,0.2,,
3/14/1936,,81,50,0,,
3/15/1936,,84,63,0,,
3/16/1936,,79,60,0,,
3/17/1936,,63,41,0,,
3/18/1936,,73,38,0,,
3/19/1936,,76,41,0,,
3/20/1936,,70,44,0.26,,
3/21/1936,,81,48,0,,
3/22/1936,,76,56,0,,
3/23/1936,,77,66,0,,
3/24/1936,,85,70,0.04,,
3/25/1936,,84,69,0,,
3/26/1936,,82,70,0.03,,
3/27/1936,,74,55,0.1,,
3/28/1936,,77,45,0,,
3/29/1936,,81,50,0,,
3/30/1936,,84,52,0,,
3/31/1936,,84,66,0,,
4/1/1936,,83,71,0,,
4/2/1936,,78,59,0,,
4/3/1936,,64,34,0,,
4/4/1936,,69,43,0,,
4/5/1936,,81,63,0,,
4/6/1936,,77,55,0.01,,
4/7/1936,,64,46,0,,
4/8/1936,,61,44,0.71,,
4/9/1936,,66,43,2.74,,
4/10/1936,,79,46,0,,
4/11/1936,,78,46,0,,
4/12/1936,,84,55,0,,
4/13/1936,,88,58,0,,
4/14/1936,,87,56,0,,
4/15/1936,,85,55,0,,
4/16/1936,,85,59,0,,
4/17/1936,,80,57,0,,
4/18/1936,,79,41,0,,
4/19/1936,,85,50,0,,
4/20/1936,,84,51,0,,
4/21/1936,,82,58,0,,
4/22/1936,,79,57,0,,
4/23/1936,,76,48,0,,
4/24/1936,,78,55,0,,
4/25/1936,,81,61,0,,
4/26/1936,,86,56,0,,
4/27/1936,,85,59,0,,
4/28/1936,,79,70,0.24,,
4/29/1936,,85,68,1.19,,
4/30/1936,,86,67,0,,
5/1/1936,,86,63,0,,
5/2/1936,,87,62,0,,
5/3/1936,,88,63,0,,
5/4/1936,,86,62,0,,
5/5/1936,,88,55,0,,
5/6/1936,,87,59,0,,
5/7/1936,,86,61,0,,
5/8/1936,,88,66,0,,
5/9/1936,,88,67,0,,
5/10/1936,,90,68,0,,
5/11/1936,,86,64,0,,
5/12/1936,,89,67,0,,
5/13/1936,,88,62,0,,
5/14/1936,,88,65,0,,
5/15/1936,,89,62,0,,
5/16/1936,,84,69,0,,
5/17/1936,,78,64,0.48,,
5/18/1936,,83,65,0.3,,
5/19/1936,,83,66,0.38,,
5/20/1936,,86,66,0,,
5/21/1936,,87,66,0.16,,
5/22/1936,,86,67,0,,
5/23/1936,,85,65,0,,
5/24/1936,,85,65,0,,
5/25/1936,,75,68,0.06,,
5/26/1936,,82,67,0.44,,
5/27/1936,,85,68,1.09,,
5/28/1936,,83,69,0.77,,
5/29/1936,,85,68,0.28,,
5/30/1936,,83,59,0,,
5/31/1936,,84,56,0,,
6/1/1936,,85,57,0,,
6/2/1936,,89,63,0,,
6/3/1936,,91,67,0,,
6/4/1936,,94,73,0,,
6/5/1936,,97,70,0,,
6/6/1936,,93,68,0,,
6/7/1936,,95,67,0,,
6/8/1936,,95,71,0,,
6/9/1936,,95,69,0,,
6/10/1936,,96,69,0,,
6/11/1936,,95,70,0,,
6/12/1936,,95,71,0,,
6/13/1936,,96,70,0,,
6/14/1936,,96,71,1.3,,
6/15/1936,,95,72,0,,
6/16/1936,,99,74,0,,
6/17/1936,,95,74,0,,
6/18/1936,,94,67,0,,
6/19/1936,,94,67,0,,
6/20/1936,,100,72,0,,
6/21/1936,,97,76,0,,
6/22/1936,,95,73,0,,
6/23/1936,,95,73,0,,
6/24/1936,,91,75,0,,
6/25/1936,,93,63,0,,
6/26/1936,,93,65,0,,
6/27/1936,,94,71,0,,
6/28/1936,,99,71,0,,
6/29/1936,,96,72,0,,
6/30/1936,,95,71,0,,
7/1/1936,,93,76,0,,
7/2/1936,,85,,0.17,,
7/3/1936,,92,74,1.64,,
7/4/1936,,92,79,0,,
7/5/1936,,96,,0.14,,
7/6/1936,,91,74,0,,
7/7/1936,,93,60,0.01,,
7/8/1936,,95,71,0,,
7/9/1936,,,,0,,
7/10/1936,,,70,1.62,,
7/11/1936,,95,,0,,
7/12/1936,,94,74,0,,
7/13/1936,,,,0.08,,
7/14/1936,,92,70,0.45,,
7/15/1936,,89,72,0,,
7/16/1936,,93,,1.14,,
7/17/1936,,94,72,0.16,,
7/18/1936,,95,74,0,,
7/19/1936,,95,75,0,,
7/20/1936,,95,77,0,,
7/21/1936,,96,72,0,,
7/22/1936,,89,73,0.65,,
7/23/1936,,83,68,0.56,,
7/24/1936,,94,68,0.51,,
7/25/1936,,95,71,0,,
7/26/1936,,94,71,0,,
7/27/1936,,87,74,0,,
7/28/1936,,93,73,0.49,,
7/29/1936,,96,74,0,,
7/30/1936,,93,77,0,,
7/31/1936,,90,67,0,,
8/1/1936,,89,66,0,,
8/2/1936,,89,64,0,,
8/3/1936,,91,72,0.15,,
8/4/1936,,94,68,0,,
8/5/1936,,95,72,0,,
8/6/1936,,98,74,0,,
8/7/1936,,95,73,0,,
8/8/1936,,95,73,0,,
8/9/1936,,96,73,0,,
8/10/1936,,97,72,0,,
8/11/1936,,95,76,0,,
8/12/1936,,97,76,0,,
8/13/1936,,96,73,0,,
8/14/1936,,95,73,0,,
8/15/1936,,96,72,0,,
8/16/1936,,96,72,0,,
8/17/1936,,96,72,0.01,,
8/18/1936,,98,75,0,,
8/19/1936,,95,69,0.02,,
8/20/1936,,97,72,0,,
8/21/1936,,95,72,0,,
8/22/1936,,93,72,0,,
8/23/1936,,,72,0.2,,
8/24/1936,,89,72,0.92,,
8/25/1936,,92,73,0.54,,
8/26/1936,,92,72,0.86,,
8/27/1936,,94,71,0,,
8/28/1936,,93,72,0,,
8/29/1936,,98,71,0,,
8/30/1936,,85,74,0.07,,
8/31/1936,,90,68,0.41,,
9/1/1936,,91,69,0,,
9/2/1936,,94,62,0,,
9/3/1936,,97,71,0,,
9/4/1936,,96,70,0,,
9/5/1936,,97,75,0,,
9/6/1936,,92,70,0.02,,
9/7/1936,,87,70,0,,
9/8/1936,,93,71,0,,
9/9/1936,,94,72,0.49,,
9/10/1936,,93,70,0,,
9/11/1936,,95,69,0,,
9/12/1936,,93,70,0,,
9/13/1936,,90,72,0.18,,
9/14/1936,,90,71,0.15,,
9/15/1936,,91,70,0.23,,
9/16/1936,,91,73,0.14,,
9/17/1936,,90,68,0.04,,
9/18/1936,,92,67,0,,
9/19/1936,,94,68,0,,
9/20/1936,,90,69,0,,
9/21/1936,,94,70,0.01,,
9/22/1936,,95,70,0,,
9/23/1936,,96,70,0,,
9/24/1936,,96,71,0,,
9/25/1936,,95,71,0,,
9/26/1936,,93,74,0.09,,
9/27/1936,,93,72,0.17,,
9/28/1936,,95,72,0,,
9/29/1936,,82,63,0,,
9/30/1936,,84,58,0,,
10/1/1936,,83,59,0,,
10/2/1936,,83,55,0,,
10/3/1936,,86,56,0,,
10/4/1936,,89,58,0,,
10/5/1936,,89,65,0,,
10/6/1936,,91,69,0,,
10/7/1936,,82,67,0.22,,
10/8/1936,,80,62,0.47,,
10/9/1936,,85,57,0.03,,
10/10/1936,,82,54,0,,
10/11/1936,,76,57,0,,
10/12/1936,,79,45,0,,
10/13/1936,,82,46,0,,
10/14/1936,,83,54,0,,
10/15/1936,,86,63,0,,
10/16/1936,,86,63,0,,
10/17/1936,,92,55,0,,
10/18/1936,,81,54,0,,
10/19/1936,,87,46,0,,
10/20/1936,,87,55,0,,
10/21/1936,,92,61,0,,
10/22/1936,,90,59,0,,
10/23/1936,,79,55,0,,
10/24/1936,,84,56,0,,
10/25/1936,,89,64,0,,
10/26/1936,,81,65,0,,
10/27/1936,,67,47,0,,
10/28/1936,,67,47,0,,
10/29/1936,,66,50,0,,
10/30/1936,,77,45,0,,
10/31/1936,,84,49,0,,
11/1/1936,,86,63,0,,
11/2/1936,,88,70,0,,
11/3/1936,,92,57,0,,
11/4/1936,,58,38,0,,
11/5/1936,,65,31,0,,
11/6/1936,,74,35,0,,
11/7/1936,,85,50,0,,
11/8/1936,,80,57,0,,
11/9/1936,,70,50,0,,
11/10/1936,,70,45,0,,
11/11/1936,,72,50,0,,
11/12/1936,,76,53,0,,
11/13/1936,,74,46,0,,
11/14/1936,,77,38,0,,
11/15/1936,,77,38,0,,
11/16/1936,,68,32,0,,
11/17/1936,,67,37,,0,
11/18/1936,,71,41,0,,
11/19/1936,,76,45,0,,
11/20/1936,,79,44,0,,
11/21/1936,,80,48,0,,
11/22/1936,,71,36,0,,
11/23/1936,,70,33,0.05,,
11/24/1936,,64,47,1.15,,
11/25/1936,,58,38,0,,
11/26/1936,,66,33,0,,
11/27/1936,,58,32,0,,
11/28/1936,,60,32,0,,
11/29/1936,,58,47,0.9,,
11/30/1936,,60,52,1.07,,
12/1/1936,,58,47,0,,
12/2/1936,,50,47,0.43,,
12/3/1936,,53,46,0.2,,
12/4/1936,,53,45,0,,
12/5/1936,,72,43,0,,
12/6/1936,,80,39,0.44,,
12/7/1936,,61,45,0,,
12/8/1936,,65,33,0,,
12/9/1936,,78,47,0,,
12/10/1936,,65,37,2.63,,
12/11/1936,,59,43,0.08,,
12/12/1936,,54,29,0,,
12/13/1936,,47,30,0,,
12/14/1936,,47,37,0,,
12/15/1936,,60,38,0,,
12/16/1936,,68,31,0,,
12/17/1936,,73,43,0,,
12/18/1936,,67,51,0,,
12/19/1936,,51,35,0,,
12/20/1936,,65,30,0,,
12/21/1936,,67,34,0,,
12/22/1936,,69,37,0,,
12/23/1936,,70,35,0,,
12/24/1936,,75,40,0,,
12/25/1936,,73,49,0,,
12/26/1936,,75,52,0,,
12/27/1936,,76,60,0.06,,
12/28/1936,,76,59,0,,
12/29/1936,,77,61,0,,
12/30/1936,,75,66,0.1,,
12/31/1936,,70,50,0.24,,
1/1/1937,,74,56,0.1,,
1/2/1937,,72,59,0.81,,
1/3/1937,,63,40,0,,
1/4/1937,,63,44,0,,
1/5/1937,,,31,1.81,,
1/6/1937,,79,56,0.02,,
1/7/1937,,77,66,0.04,,
1/8/1937,,77,67,0,,
1/9/1937,,80,67,0.5,,
1/10/1937,,75,51,0.05,,
1/11/1937,,62,45,0,,
1/12/1937,,64,50,0.67,,
1/13/1937,,77,55,0.03,,
1/14/1937,,80,68,0,,
1/15/1937,,73,53,0.64,,
1/16/1937,,61,45,0.06,,
1/17/1937,,73,50,0.01,,
1/18/1937,,72,55,2.13,,
1/19/1937,,68,54,1.13,,
1/20/1937,,79,61,0.01,,
1/21/1937,,78,70,0,,
1/22/1937,,79,68,0.01,,
1/23/1937,,74,41,0.09,,
1/24/1937,,78,43,1.14,,
1/25/1937,,53,45,0.59,,
1/26/1937,,54,42,0.02,,
1/27/1937,,61,44,0,,
1/28/1937,,69,52,0.06,,
1/29/1937,,62,45,0,,
1/30/1937,,72,49,0,,
1/31/1937,,74,62,0.07,,
2/1/1937,,69,49,0.45,,
2/2/1937,,51,37,0.27,,
2/3/1937,,54,40,0,,
2/4/1937,,62,47,0,,
2/5/1937,,64,33,0,,
2/6/1937,,73,49,0,,
2/7/1937,,75,64,0,,
2/8/1937,,75,67,0.05,,
2/9/1937,,72,53,0.03,,
2/10/1937,,55,36,0,,
2/11/1937,,58,27,0,,
2/12/1937,,68,30,0,,
2/13/1937,,67,50,0,,
2/14/1937,,69,47,0,,
2/15/1937,,75,47,0,,
2/16/1937,,68,43,0,,
2/17/1937,,60,44,0.01,,
2/18/1937,,72,48,0,,
2/19/1937,,69,57,0.15,,
2/20/1937,,76,60,0,,
2/21/1937,,72,41,0,,
2/22/1937,,68,31,0,,
2/23/1937,,74,42,0,,
2/24/1937,,75,55,0.11,,
2/25/1937,,66,52,0,,
2/26/1937,,55,41,0,,
2/27/1937,,53,41,0.12,,
2/28/1937,,47,36,0.04,,
3/1/1937,,59,26,0,,
3/2/1937,,65,31,0,,
3/3/1937,,70,43,0,,
3/4/1937,,74,51,0,,
3/5/1937,,68,57,0.09,,
3/6/1937,,69,52,0.36,,
3/7/1937,,74,61,1.73,,
3/8/1937,,73,51,0,,
3/9/1937,,67,45,0,,
3/10/1937,,67,37,0,,
3/11/1937,,76,43,0,,
3/12/1937,,79,50,0,,
3/13/1937,,77,55,0,,
3/14/1937,,69,50,1.42,,
3/15/1937,,51,36,0.52,,
3/16/1937,,56,32,0,,
3/17/1937,,60,34,0,,
3/18/1937,,82,57,0.17,,
3/19/1937,,76,63,0.21,,
3/20/1937,,73,65,0.02,,
3/21/1937,,71,46,0,,
3/22/1937,,72,47,0,,
3/23/1937,,78,48,0,,
3/24/1937,,76,61,0.66,,
3/25/1937,,81,53,0,,
3/26/1937,,71,47,0.08,,
3/27/1937,,53,41,0.02,,
3/28/1937,,55,35,0,,
3/29/1937,,55,36,0.07,,
3/30/1937,,54,41,0.17,,
3/31/1937,,62,35,0,,
4/1/1937,,70,35,,,
4/2/1937,,75,45,,,
4/3/1937,,80,50,,,
4/4/1937,,82,58,,,
4/5/1937,,74,54,0.47,,
4/6/1937,,67,39,,,
4/7/1937,,73,42,,,
4/8/1937,,68,59,0.01,,
4/9/1937,,67,44,,,
4/10/1937,,72,43,,,
4/11/1937,,77,44,,,
4/12/1937,,77,48,,,
4/13/1937,,77,50,,,
4/14/1937,,80,52,,,
4/15/1937,,81,54,,,
4/16/1937,,88,58,,,
4/17/1937,,85,60,,,
4/18/1937,,84,59,,,
4/19/1937,,89,66,,,
4/20/1937,,83,60,,,
4/21/1937,,81,50,,,
4/22/1937,,86,57,0.37,,
4/23/1937,,84,70,0.05,,
4/24/1937,,80,62,0.23,,
4/25/1937,,79,49,,,
4/26/1937,,80,53,,,
4/27/1937,,84,51,,,
4/28/1937,,82,65,0,,
4/29/1937,,85,72,,,
4/30/1937,,87,73,0.07,,
5/1/1937,,,64,2.16,,
5/2/1937,,78,,0.25,,
5/3/1937,,84,,0,,
5/4/1937,,83,,0,,
5/5/1937,,84,,0,,
5/6/1937,,85,56,0,,
5/7/1937,,85,60,0,,
5/8/1937,,90,60,0,,
5/9/1937,,87,64,0,,
5/10/1937,,90,63,0,,
5/11/1937,,90,63,0.02,,
5/12/1937,,88,63,0,,
5/13/1937,,89,66,0,,
5/14/1937,,86,60,0,,
5/15/1937,,85,57,0,,
5/16/1937,,89,59,0,,
5/17/1937,,89,62,0,,
5/18/1937,,90,62,0,,
5/19/1937,,93,63,0,,
5/20/1937,,92,64,0,,
5/21/1937,,90,63,0,,
5/22/1937,,91,64,0,,
5/23/1937,,93,65,0,,
5/24/1937,,91,69,0.53,,
5/25/1937,,92,62,0,,
5/26/1937,,92,66,0,,
5/27/1937,,93,69,0,,
5/28/1937,,91,71,0,,
5/29/1937,,91,69,0.35,,
5/30/1937,,91,66,0,,
5/31/1937,,93,64,0,,
6/1/1937,,94,72,0,,
6/2/1937,,91,67,0,,
6/3/1937,,94,69,0,,
6/4/1937,,90,70,0,,
6/5/1937,,92,65,0.43,,
6/6/1937,,92,71,0,,
6/7/1937,,85,69,0.55,,
6/8/1937,,91,71,0.03,,
6/9/1937,,92,74,0.1,,
6/10/1937,,93,71,0,,
6/11/1937,,95,71,0,,
6/12/1937,,97,70,0,,
6/13/1937,,93,71,0.28,,
6/14/1937,,91,70,0,,
6/15/1937,,93,69,0.11,,
6/16/1937,,90,72,0,,
6/17/1937,,89,70,0.71,,
6/18/1937,,90,72,0.67,,
6/19/1937,,91,69,0,,
6/20/1937,,90,71,0,,
6/21/1937,,94,72,0,,
6/22/1937,,98,75,0,,
6/23/1937,,96,74,0,,
6/24/1937,,96,69,0,,
6/25/1937,,95,69,0,,
6/26/1937,,96,73,0,,
6/27/1937,,89,77,0,,
6/28/1937,,97,73,0,,
6/29/1937,,93,72,0,,
6/30/1937,,100,69,0,,
7/1/1937,,92,74,0,,
7/2/1937,,96,67,0,,
7/3/1937,,95,71,0,,
7/4/1937,,96,70,0,,
7/5/1937,,99,70,0.05,,
7/6/1937,,99,74,0,,
7/7/1937,,95,75,0,,
7/8/1937,,94,70,0,,
7/9/1937,,91,74,0.26,,
7/10/1937,,92,73,0.26,,
7/11/1937,,93,72,0.76,,
7/12/1937,,92,72,0,,
7/13/1937,,95,71,0.05,,
7/14/1937,,92,72,0,,
7/15/1937,,95,72,0.05,,
7/16/1937,,94,72,0,,
7/17/1937,,91,73,0.07,,
7/18/1937,,94,74,0.5,,
7/19/1937,,95,74,0.05,,
7/20/1937,,96,72,0.38,,
7/21/1937,,95,72,0,,
7/22/1937,,90,73,0,,
7/23/1937,,92,72,0.19,,
7/24/1937,,88,68,0.36,,
7/25/1937,,93,70,0,,
7/26/1937,,94,71,0.23,,
7/27/1937,,97,73,0,,
7/28/1937,,97,72,0,,
7/29/1937,,96,73,0,,
7/30/1937,,94,,0,,
7/31/1937,,94,72,0.04,,
8/1/1937,,98,74,0,,
8/2/1937,,95,79,0.47,,
8/3/1937,,96,75,0,,
8/4/1937,,91,72,0.36,,
8/5/1937,,93,71,0,,
8/6/1937,,93,71,0,,
8/7/1937,,96,72,0,,
8/8/1937,,98,74,0,,
8/9/1937,,98,70,0,,
8/10/1937,,100,73,0,,
8/11/1937,,94,73,0,,
8/12/1937,,94,73,0,,
8/13/1937,,91,71,1.33,,
8/14/1937,,94,74,0,,
8/15/1937,,83,73,1.2,,
8/16/1937,,90,71,1.48,,
8/17/1937,,92,75,0,,
8/18/1937,,90,71,0,,
8/19/1937,,89,72,0.03,,
8/20/1937,,82,73,0.72,,
8/21/1937,,92,70,0.32,,
8/22/1937,,93,72,0,,
8/23/1937,,90,74,0,,
8/24/1937,,91,71,0.08,,
8/25/1937,,88,71,1.18,,
8/26/1937,,90,69,1.48,,
8/27/1937,,89,71,0.09,,
8/28/1937,,89,71,0.11,,
8/29/1937,,87,71,0.13,,
8/30/1937,,89,72,0.31,,
8/31/1937,,94,74,0,,
9/1/1937,,94,73,0,,
9/2/1937,,89,71,0.8,,
9/3/1937,,93,72,0,,
9/4/1937,,89,73,1.05,,
9/5/1937,,90,73,0.48,,
9/6/1937,,88,72,0.09,,
9/7/1937,,90,72,1.09,,
9/8/1937,,91,71,0.6,,
9/9/1937,,93,72,0,,
9/10/1937,,93,73,0,,
9/11/1937,,94,74,0,,
9/12/1937,,84,66,0.91,,
9/13/1937,,90,62,0,,
9/14/1937,,91,67,0,,
9/15/1937,,89,69,0,,
9/16/1937,,89,68,0,,
9/17/1937,,80,69,0,,
9/18/1937,,85,61,0,,
9/19/1937,,88,63,0,,
9/20/1937,,91,64,0,,
9/21/1937,,92,67,0,,
9/22/1937,,91,69,0,,
9/23/1937,,88,65,0,,
9/24/1937,,89,72,0,,
9/25/1937,,89,66,0.35,,
9/26/1937,,76,61,0,,
9/27/1937,,77,54,0,,
9/28/1937,,80,48,0,,
9/29/1937,,82,53,0,,
9/30/1937,,82,,0,,
10/1/1937,,77,62,0,,
10/2/1937,,78,70,0.26,,
10/3/1937,,85,,0.72,,
10/4/1937,,88,,0,,
10/5/1937,,91,,0,,
10/6/1937,,91,,0,,
10/7/1937,,87,73,0.19,,
10/8/1937,,83,62,0.03,,
10/9/1937,,90,68,0,,
10/10/1937,,76,58,0.12,,
10/11/1937,,76,52,0,,
10/12/1937,,84,53,0,,
10/13/1937,,84,65,0,,
10/14/1937,,65,,0.26,,
10/15/1937,,69,42,0,,
10/16/1937,,75,53,0,,
10/17/1937,,78,62,0.1,,
10/18/1937,,80,64,3.42,,
10/19/1937,,70,,0.14,,
10/20/1937,,76,45,0,,
10/21/1937,,79,47,0,,
10/22/1937,,64,52,0.35,,
10/23/1937,,57,37,0,,
10/24/1937,,69,38,0,,
10/25/1937,,79,58,0,,
10/26/1937,,82,63,0.01,,
10/27/1937,,79,49,0,,
10/28/1937,,76,44,0,,
10/29/1937,,83,52,0,,
10/30/1937,,86,60,0,,
10/31/1937,,84,59,0,,
11/1/1937,,81,58,0,0,
11/2/1937,,78,60,0,0,
11/3/1937,,72,58,0,0,
11/4/1937,,69,44,0,0,
